AvgTicketPrice,Cancelled,Carrier,Dest,DestAirportID,DestCityName,DestCountry,DestLocation,DestRegion,DestWeather,DistanceKilometers,DistanceMiles,FlightDelay,FlightDelayMin,FlightDelayType,FlightNum,FlightTimeHour,FlightTimeMin,Origin,OriginAirportID,OriginCityName,OriginCountry,OriginLocation,OriginRegion,OriginWeather,"_id","_index","_score","_type",dayOfWeek,"hour_of_day",timestamp
"$299.25",false,"Kibana Airlines","Treviso-Sant'Angelo Airport",TV01,Treviso,IT,"{""coordinates"":[12.1944,45.648399],""type"":""Point""}","IT-34",Clear,"8185.8555","5086.455",false,0,"No Delay",SHPW7HG,"6.821546400852588","409.2928","Tampa International Airport",TPA,Tampa,US,"{""coordinates"":[-82.53320313,27.97550011],""type"":""Point""}","US-FL","Thunder & Lightning",KVlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,14,"2021-05-20T14:31:08.000Z"
"$700.35",false,"ES-Air","Warsaw Chopin Airport",WAW,Warsaw,PL,"{""coordinates"":[20.96710014,52.16569901],""type"":""Point""}","PL-MZ",Rain,"8018.8457","4982.6797",false,0,"No Delay",11HH9KU,"7.4248570166946735","445.49142","Shanghai Pudong International Airport",PVG,Shanghai,CN,"{""coordinates"":[121.8050003,31.14340019],""type"":""Point""}","SE-BD",Sunny,fllPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,14,"2021-05-20T14:27:05.000Z"
"$904.49",false,"Kibana Airlines","Verona Villafranca Airport",VR10,Verona,IT,"{""coordinates"":[10.8885,45.395699],""type"":""Point""}","IT-34",Clear,"6918.101","4298.7085",false,0,"No Delay",E6IB6JK,"6.782451929368947","406.9471","Rajiv Gandhi International Airport",HYD,Hyderabad,IN,"{""coordinates"":[78.42985535,17.23131752],""type"":""Point""}","SE-BD",Hail,4llPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",3,14,"2021-05-20T14:27:01.000Z"
"$253.64",false,"Logstash Airways","Tokyo Haneda International Airport",HND,Tokyo,JP,"{""coordinates"":[139.779999,35.552299],""type"":""Point""}","SE-BD",Cloudy,"9752.801","6060.1094",false,0,"No Delay",2POVYFG,"11.610476848792242","696.6286","Milano Linate Airport",MI11,Milan,IT,"{""coordinates"":[9.27674,45.445099],""type"":""Point""}","IT-25",Cloudy,FllPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,14,"2021-05-20T14:26:51.000Z"
"$289.7",false,JetBeats,"Melbourne International Airport",MEL,Melbourne,AU,"{""coordinates"":[144.843002,-37.673302],""type"":""Point""}","SE-BD",Rain,"13926.156","8653.3125",false,0,"No Delay",HYTMMHX,"12.894588933150981","773.67535","Mariscal Sucre International Airport",UIO,Quito,EC,"{""coordinates"":[-78.3575,-0.129166667],""type"":""Point""}","EC-P","Damaging Wind",kFlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,14,"2021-05-20T14:24:33.000Z"
"$568.35",false,JetBeats,"Melbourne International Airport",MEL,Melbourne,AU,"{""coordinates"":[144.843002,-37.673302],""type"":""Point""}","SE-BD",Rain,"16952.324","10533.686",false,0,"No Delay",0V9HHKK,"13.454225400604885","807.25354","Manchester Airport",MAN,Manchester,GB,"{""coordinates"":[-2.274950027,53.35369873],""type"":""Point""}","GB-ENG",Clear,MVlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,14,"2021-05-20T14:11:15.000Z"
"$545.6",false,JetBeats,"Portland International Airport",PDX,Portland,US,"{""coordinates"":[-122.5979996,45.58869934],""type"":""Point""}","US-OR",Sunny,"8949.202","5560.7764",false,0,"No Delay",4XLTNG0,"11.473335811823107","688.40015","Genoa Cristoforo Colombo Airport",GE01,Genova,IT,"{""coordinates"":[8.8375,44.4133],""type"":""Point""}","IT-42","Thunder & Lightning",nVlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,14,"2021-05-20T14:02:36.000Z"
"$147.31",false,"Kibana Airlines","Jeju International Airport",CJU,"Jeju City",KR,"{""coordinates"":[126.4929962,33.51129913],""type"":""Point""}","SE-BD",Clear,"449.82874","279.51062",false,0,"No Delay",KRIYCAL,"0.535510404910065","32.130623","Gimpo International Airport",GMP,Seoul,KR,"{""coordinates"":[126.791,37.5583],""type"":""Point""}","SE-BD","Damaging Wind",zllPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",3,14,"2021-05-20T14:01:36.000Z"
"$199.38",false,"Kibana Airlines","Sheremetyevo International Airport",SVO,Moscow,RU,"{""coordinates"":[37.4146,55.972599],""type"":""Point""}","RU-MOS",Sunny,0,0,false,0,"No Delay",J4JKWU8,0,0,"Sheremetyevo International Airport",SVO,Moscow,RU,"{""coordinates"":[37.4146,55.972599],""type"":""Point""}","RU-MOS",Sunny,eFlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,14,"2021-05-20T14:00:51.000Z"
"$154.95",false,"Logstash Airways","Venice Marco Polo Airport",VE05,Venice,IT,"{""coordinates"":[12.3519,45.505299],""type"":""Point""}","IT-34",Rain,"20.101646","12.490584",true,345,"Late Aircraft Delay",COT7TWF,"5.780457041447462","346.82742","Treviso-Sant'Angelo Airport",TV01,Treviso,IT,"{""coordinates"":[12.1944,45.648399],""type"":""Point""}","IT-34",Cloudy,q1lPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:58:13.000Z"
"$879.73",false,JetBeats,"Narita International Airport",NRT,Tokyo,JP,"{""coordinates"":[140.3860016,35.76470184],""type"":""Point""}","SE-BD","Heavy Fog","15431.154","9588.475",false,0,"No Delay",CTY88CW,"16.07411882975571","964.44714","Jorge Chavez International Airport",LIM,Lima,PE,"{""coordinates"":[-77.114304,-12.0219],""type"":""Point""}","SE-BD","Heavy Fog",5llPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:55:15.000Z"
"$475.89",false,JetBeats,"Chhatrapati Shivaji International Airport",BOM,Mumbai,IN,"{""coordinates"":[72.86789703,19.08869934],""type"":""Point""}","SE-BD",Rain,"3375.1326","2097.2102",false,0,"No Delay",BFWKDSY,"2.6786767374882348","160.72061","Chengdu Shuangliu International Airport",CTU,Chengdu,CN,"{""coordinates"":[103.9469986,30.57850075],""type"":""Point""}","SE-BD","Thunder & Lightning",K1lPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:53:57.000Z"
"$672.37",false,"Logstash Airways","Ottawa Macdonald-Cartier International Airport",YOW,Ottawa,CA,"{""coordinates"":[-75.66919708,45.32249832],""type"":""Point""}","CA-ON",Clear,"1379.6367","857.26654",false,0,"No Delay",TW5TMDT,"1.9161621507773228","114.96973","Minneapolis-St Paul International/Wold-Chamberlain Airport",MSP,Minneapolis,US,"{""coordinates"":[-93.22180176,44.88199997],""type"":""Point""}","US-MN",Rain,4VlPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:50:26.000Z"
"$186.33",false,JetBeats,"Turin Airport",TO11,Torino,IT,"{""coordinates"":[7.64963,45.200802],""type"":""Point""}","IT-21",Rain,"359.09555","223.13164",false,0,"No Delay",VIWU3Q7,"0.35205447555763564","21.123268","Treviso-Sant'Angelo Airport",TV01,Treviso,IT,"{""coordinates"":[12.1944,45.648399],""type"":""Point""}","IT-34",Cloudy,JFlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:49:12.000Z"
"$349.36",false,"Logstash Airways","Cologne Bonn Airport",CGN,Cologne,DE,"{""coordinates"":[7.142739773,50.86589813],""type"":""Point""}","DE-NW",Sunny,"1310.5848","814.3596",false,0,"No Delay",8M8Z7FB,"1.0921539918739884","65.529236","Bari Karol Wojty__a Airport",BA02,Bari,IT,"{""coordinates"":[16.760599,41.138901],""type"":""Point""}","IT-75",Sunny,JVlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:49:12.000Z"
"$268.4",false,"ES-Air","Ukrainka Air Base",XHBU,Belogorsk,RU,"{""coordinates"":[128.445007,51.169997],""type"":""Point""}","RU-AMU",Clear,"12165.885","7559.5303",false,0,"No Delay",GSSNC3B,"9.655464315911797","579.3279","Luis Munoz Marin International Airport",SJU,"San Juan",PR,"{""coordinates"":[-66.00180054,18.43939972],""type"":""Point""}","PR-U-A","Heavy Fog",bllPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:48:23.000Z"
"$385.03",false,"Logstash Airways","Tucson International Airport",TUS,Tucson,US,"{""coordinates"":[-110.9410019,32.11610031],""type"":""Point""}","US-AZ",Rain,"9214.985","5725.9263",false,0,"No Delay",ATSGA63,"9.598942960920187","575.9366","Ministro Pistarini International Airport",EZE,"Buenos Aires",AR,"{""coordinates"":[-58.5358,-34.8222],""type"":""Point""}","SE-BD",Clear,zVlPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:41:37.000Z"
"$707.23",false,"Kibana Airlines","Washington Dulles International Airport",IAD,Washington,US,"{""coordinates"":[-77.45580292,38.94449997],""type"":""Point""}","US-DC",Clear,"6842.6357","4251.817",false,0,"No Delay",WHCXZ6J,"8.772609794719905","526.35657","Milano Linate Airport",MI11,Milan,IT,"{""coordinates"":[9.27674,45.445099],""type"":""Point""}","IT-25",Rain,ZllPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:38:57.000Z"
"$598.29",false,"Kibana Airlines","OR Tambo International Airport",JNB,Johannesburg,ZA,"{""coordinates"":[28.246,-26.1392],""type"":""Point""}","SE-BD","Heavy Fog","13937.657","8660.459",false,0,"No Delay",XUGGLTJ,"17.868791133306182","1072.1274","Gulfport Biloxi International Airport",GPT,Gulfport,US,"{""coordinates"":[-89.07009888,30.40730095],""type"":""Point""}","US-MS",Cloudy,rFlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:34:55.000Z"
"$122.72",false,JetBeats,"Venice Marco Polo Airport",VE05,Venice,IT,"{""coordinates"":[12.3519,45.505299],""type"":""Point""}","IT-34",Rain,"20.101646","12.490584",false,0,"No Delay",S70RSDQ,"0.019707497407181016","1.1824498","Treviso-Sant'Angelo Airport",TV01,Treviso,IT,"{""coordinates"":[12.1944,45.648399],""type"":""Point""}","IT-34",Hail,sllPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:33:59.000Z"
"$861.92",false,"Logstash Airways","Verona Villafranca Airport",VR10,Verona,IT,"{""coordinates"":[10.8885,45.395699],""type"":""Point""}","IT-34",Clear,"1646.8153","1023.2836",false,0,"No Delay",8C7YJ9R,"1.9604944495602228","117.62967","Oslo Gardermoen Airport",OSL,Oslo,NO,"{""coordinates"":[11.10039997,60.19390106],""type"":""Point""}","NO-02",Clear,iFlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:08:46.000Z"
"$651.14",false,JetBeats,"Ministro Pistarini International Airport",EZE,"Buenos Aires",AR,"{""coordinates"":[-58.5358,-34.8222],""type"":""Point""}","AR-B",Rain,"11260.554","6996.9834",true,255,"NAS Delay",00DRRXR,"15.97974302295918","958.7846","Bologna Guglielmo Marconi Airport",BO08,Bologna,IT,"{""coordinates"":[11.2887,44.5354],""type"":""Point""}","IT-45","Heavy Fog","-VlPinkBgC8vM3j0YLyM","kibana_sample_data_flights",,"_doc",3,13,"2021-05-20T13:05:15.000Z"
"$409.52",true,"ES-Air","Tokyo Haneda International Airport",HND,Tokyo,JP,"{""coordinates"":[139.779999,35.552299],""type"":""Point""}","SE-BD",Hail,"11059.711","6872.186",false,0,"No Delay",YLW3O3H,"9.701500997159577","582.0901","Richmond International Airport",RIC,Richmond,US,"{""coordinates"":[-77.31970215,37.50519943],""type"":""Point""}","US-VA",Sunny,"-llPinkBgC8vM3j0YLyM","kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:52:05.000Z"
"$417.7",false,"Logstash Airways","Mariscal Sucre International Airport",UIO,Quito,EC,"{""coordinates"":[-78.3575,-0.129166667],""type"":""Point""}","EC-P","Heavy Fog","14815.797","9206.109",false,0,"No Delay",Q73MX2C,"17.637853261568168","1058.2712","Itami Airport",ITM,Osaka,JP,"{""coordinates"":[135.4380035,34.78549957],""type"":""Point""}","SE-BD",Sunny,o1lPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:47:59.000Z"
"$348.41",false,JetBeats,"Naples International Airport",NA01,Naples,IT,"{""coordinates"":[14.2908,40.886002],""type"":""Point""}","IT-72",Sunny,"7835.098","4868.5044",true,210,"Security Delay",2TBF9F3,"11.181468890657815","670.8881","Chengdu Shuangliu International Airport",CTU,Chengdu,CN,"{""coordinates"":[103.9469986,30.57850075],""type"":""Point""}","SE-BD",Cloudy,GllPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:47:26.000Z"
"$480.36",false,"ES-Air","Vienna International Airport",VIE,Vienna,AT,"{""coordinates"":[16.56970024,48.11029816],""type"":""Point""}","AT-9",Rain,"9676.467","6012.6777",true,285,"Late Aircraft Delay",CNTR02M,"15.501629659079844","930.0978","El Dorado International Airport",BOG,Bogota,CO,"{""coordinates"":[-74.1469,4.70159],""type"":""Point""}","CO-CUN",Rain,j1lPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:42:24.000Z"
"$328.25",false,"Kibana Airlines","Zurich Airport",ZRH,Zurich,CH,"{""coordinates"":[8.54917,47.464699],""type"":""Point""}","CH-ZH",Rain,"6690.507","4157.288",false,0,"No Delay",XIRKTWV,"5.309926085289261","318.59555","Washington Dulles International Airport",IAD,Washington,US,"{""coordinates"":[-77.45580292,38.94449997],""type"":""Point""}","US-DC",Clear,kllPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:28:16.000Z"
"$639.45",false,"Logstash Airways","Ottawa Macdonald-Cartier International Airport",YOW,Ottawa,CA,"{""coordinates"":[-75.66919708,45.32249832],""type"":""Point""}","CA-ON",Clear,"1664.9335","1034.5417",false,0,"No Delay",UR4QD2F,"1.4604679932369684","87.62808","Memphis International Airport",MEM,Memphis,US,"{""coordinates"":[-89.97669983,35.04240036],""type"":""Point""}","US-TN",Sunny,k1lPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:28:16.000Z"
"$809.52",false,"Kibana Airlines","Ukrainka Air Base",XHBU,Belogorsk,RU,"{""coordinates"":[128.445007,51.169997],""type"":""Point""}","RU-AMU",Rain,"6187.781","3844.9087",false,0,"No Delay",U7VUEJO,"4.910937068567549","294.65622","Kempegowda International Airport",BLR,Bangalore,IN,"{""coordinates"":[77.706299,13.1979],""type"":""Point""}","SE-BD",Rain,LFlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:27:18.000Z"
"$789.96",false,JetBeats,"Leonardo da Vinci___Fiumicino Airport",RM11,Rome,IT,"{""coordinates"":[12.2388889,41.8002778],""type"":""Point""}","IT-62",Sunny,"8263.596","5134.7603",false,0,"No Delay",ZO0U08P,"10.594353195154762","635.6612","Edmonton International Airport",CYEG,Edmonton,CA,"{""coordinates"":[-113.5800018,53.30970001],""type"":""Point""}","CA-AB",Rain,41lPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:25:27.000Z"
"$411.63",false,"Logstash Airways","Treviso-Sant'Angelo Airport",TV01,Treviso,IT,"{""coordinates"":[12.1944,45.648399],""type"":""Point""}","IT-34",Rain,"8113.8613","5041.7197",false,0,"No Delay",PD5DK6Q,"6.761550930076213","405.69305","OR Tambo International Airport",JNB,Johannesburg,ZA,"{""coordinates"":[28.246,-26.1392],""type"":""Point""}","SE-BD",Cloudy,IFlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:20:53.000Z"
"$689.65",false,"Kibana Airlines","OR Tambo International Airport",JNB,Johannesburg,ZA,"{""coordinates"":[28.246,-26.1392],""type"":""Point""}","SE-BD",Rain,"11482.113","7134.655",true,165,"Late Aircraft Delay",HSC2A9Z,"11.86278852645923","711.76733","El Dorado International Airport",BOG,Bogota,CO,"{""coordinates"":[-74.1469,4.70159],""type"":""Point""}","CO-CUN",Sunny,Z1lPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:17:07.000Z"
"$857.14",false,"Kibana Airlines","Piedmont Triad International Airport",GSO,Greensboro,US,"{""coordinates"":[-79.93730164,36.09780121],""type"":""Point""}","US-NC",Sunny,"7211.477","4481.004",false,0,"No Delay",0ZUUOWB,"5.723394316028833","343.40366","Olenya Air Base",XLMO,Olenegorsk,RU,"{""coordinates"":[33.46390152,68.15180206],""type"":""Point""}","RU-MUR",Clear,d1lPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:10:49.000Z"
"$333.76",false,"Kibana Airlines","Naples International Airport",NA01,Naples,IT,"{""coordinates"":[14.2908,40.886002],""type"":""Point""}","IT-72",Rain,"9540.66","5928.291",true,285,"Late Aircraft Delay",0L3DS7U,"13.118999952175981","787.14","El Dorado International Airport",BOG,Bogota,CO,"{""coordinates"":[-74.1469,4.70159],""type"":""Point""}","SE-BD","Damaging Wind",MllPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,12,"2021-05-20T12:02:41.000Z"
"$851.29",false,JetBeats,"Malpensa International Airport",MI12,Milan,IT,"{""coordinates"":[8.72811,45.6306],""type"":""Point""}","IT-25","Thunder & Lightning","599.2759","372.37277",true,315,"Weather Delay",DTO782Q,"5.749396563920422","344.9638","Charles de Gaulle International Airport",CDG,Paris,FR,"{""coordinates"":[2.549999952,49.01279831],""type"":""Point""}","FR-J",Sunny,F1lPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,11,"2021-05-20T11:46:03.000Z"
"$711.97",false,"Kibana Airlines","Sydney Kingsford Smith International Airport",SYD,Sydney,AU,"{""coordinates"":[151.177002,-33.94609833],""type"":""Point""}","SE-BD",Rain,"15587.645","9685.713",false,0,"No Delay",BOD5S4C,"18.556719366494853","1113.4032","Stockholm-Arlanda Airport",ARN,Stockholm,SE,"{""coordinates"":[17.91860008,59.65190125],""type"":""Point""}","SE-AB",Clear,q1lPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,11,"2021-05-20T11:42:18.000Z"
"$157.75",true,JetBeats,"Turin Airport",TO11,Torino,IT,"{""coordinates"":[7.64963,45.200802],""type"":""Point""}","IT-21","Thunder & Lightning","359.09555","223.13164",false,0,"No Delay",FEJJIEN,"0.3740578802799879","22.443472","Treviso-Sant'Angelo Airport",TV01,Treviso,IT,"{""coordinates"":[12.1944,45.648399],""type"":""Point""}","IT-34",Rain,wllPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,11,"2021-05-20T11:40:53.000Z"
"$711.67",false,JetBeats,"Ukrainka Air Base",XHBU,Belogorsk,RU,"{""coordinates"":[128.445007,51.169997],""type"":""Point""}","RU-AMU",Clear,"1958.1367","1216.7297",true,15,"Carrier Delay",2CDC23E,"2.0630895830024722","123.78538","Tokyo Haneda International Airport",HND,Tokyo,JP,"{""coordinates"":[139.779999,35.552299],""type"":""Point""}","SE-BD",Rain,1VlPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",3,11,"2021-05-20T11:37:27.000Z"
"$369.9",false,"Kibana Airlines","Turin Airport",TO11,Torino,IT,"{""coordinates"":[7.64963,45.200802],""type"":""Point""}","IT-21",Sunny,"9852.223","6121.8877",false,0,"No Delay",TEW8VSU,"10.946914269725049","656.8149","Tokyo Haneda International Airport",HND,Tokyo,JP,"{""coordinates"":[139.779999,35.552299],""type"":""Point""}","SE-BD",Rain,LVlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,11,"2021-05-20T11:32:48.000Z"
"$529.9",false,JetBeats,"Warsaw Chopin Airport",WAW,Warsaw,PL,"{""coordinates"":[20.96710014,52.16569901],""type"":""Point""}","PL-MZ","Thunder & Lightning","10655.789","6621.2007",true,315,"Late Aircraft Delay",LHC7KGF,"21.39513552961336","1283.7081","Mariscal Sucre International Airport",UIO,Quito,EC,"{""coordinates"":[-78.3575,-0.129166667],""type"":""Point""}","EC-P",Sunny,vVlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,11,"2021-05-20T11:23:04.000Z"
"$278.03",false,"ES-Air","Minneapolis-St Paul International/Wold-Chamberlain Airport",MSP,Minneapolis,US,"{""coordinates"":[-93.22180176,44.88199997],""type"":""Point""}","US-MN",Rain,"8222.145","5109.004",true,60,"Carrier Delay",8OWKCML,"8.212407529614545","492.74445","Falcone Borsellino Airport",PA03,Palermo,IT,"{""coordinates"":[13.091,38.175999],""type"":""Point""}","IT-82",Rain,z1lPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,11,"2021-05-20T11:18:05.000Z"
"$499.09",false,"ES-Air","Chubu Centrair International Airport",NGO,Tokoname,JP,"{""coordinates"":[136.8049927,34.85839844],""type"":""Point""}","SE-BD",Sunny,"7729.462","4802.8647",false,0,"No Delay",N32FE9T,"7.577903786991782","454.67422","Adelaide International Airport",ADL,Adelaide,AU,"{""coordinates"":[138.531006,-34.945],""type"":""Point""}","SE-BD","Thunder & Lightning",SFlPinkBgC8vM3j0YL2M,"kibana_sample_data_flights",,"_doc",3,11,"2021-05-20T11:12:29.000Z"
